Rat ID,Date,BlindFlag,File,Rat #,Age,Trial,TrialType,Duration (sec),CIPL (m*sec),Avg. Velocity (cm/sec),Slide
197,7/5/2007,n,070507CH.RAT,12,9,9,Visible,5.1,1.34,32.8,0
197,7/5/2007,n,070507CH.RAT,12,9,10,Visible,1.7,-1.03,20.3,0
197,7/5/2007,n,070507CH.RAT,12,9,11,Visible,5.2,2.97,26.5,0
197,7/5/2007,n,070507CH.RAT,12,9,12,Visible,2.4,-0.75,23.1,0
198,7/5/2007,n,070507CH.RAT,13,9,1,Spatial,60,47.56,22.8,0
198,7/5/2007,n,070507CH.RAT,13,9,2,Spatial,41.7,30.47,26.9,0
198,7/5/2007,n,070507CH.RAT,13,9,3,Spatial,54.6,46.39,19.9,0
198,7/5/2007,n,070507CH.RAT,13,9,4,Spatial,30.2,21.06,27.4,0
198,7/5/2007,n,070507CH.RAT,13,9,5,Spatial,10.9,8.35,24.1,0
198,7/5/2007,n,070507CH.RAT,13,9,6,Spatial,60,42.03,23.4,0
198,7/5/2007,n,070507CH.RAT,13,9,7,Spatial,7.3,2.6,29.2,0
198,7/5/2007,n,070507CH.RAT,13,9,8,Spatial,49.4,40.14,26.5,0
198,7/5/2007,n,070507CH.RAT,13,9,9,Spatial,60,43.07,28.7,0
198,7/5/2007,n,070507CH.RAT,13,9,10,Spatial,1.6,-0.02,23,0
198,7/5/2007,n,070507CH.RAT,13,9,11,Spatial,60,42.2,29.4,0
198,7/5/2007,n,070507CH.RAT,13,9,12,Spatial,2.7,0.37,36.1,0
198,7/5/2007,n,070507CH.RAT,13,9,13,Spatial,60,46.92,27.8,0
198,7/5/2007,n,070507CH.RAT,13,9,14,Spatial,11.2,4.86,24.8,0
198,7/5/2007,n,070507CH.RAT,13,9,15,Spatial,18.7,12.36,29.2,0
198,7/5/2007,n,070507CH.RAT,13,9,16,Spatial,4.9,1.64,29,0
198,7/5/2007,n,070507CH.RAT,13,9,17,Spatial,31.8,15.61,29.5,0
198,7/5/2007,n,070507CH.RAT,13,9,18,Spatial,3.2,0.36,32.5,0
198,7/5/2007,n,070507CH.RAT,13,9,19,Spatial,60,44.42,30.1,0
198,7/5/2007,n,070507CH.RAT,13,9,20,Spatial,16.6,7.62,31.6,0
198,7/5/2007,n,070507CH.RAT,13,9,21,Spatial,35.3,17.76,29.8,0
198,7/5/2007,n,070507CH.RAT,13,9,22,Spatial,4.3,0.61,35.2,0
198,7/5/2007,n,070507CH.RAT,13,9,23,Spatial,3.4,0.29,34.1,0
198,7/5/2007,n,070507CH.RAT,13,9,24,Spatial,10.2,1.97,30.9,0
198,7/5/2007,n,070507CH.RAT,13,9,1,Probe,60,17.18,24.9,0
198,7/5/2007,n,070507CH.RAT,13,9,1,Visible,16.9,9.79,31.1,0
198,7/5/2007,n,070507CH.RAT,13,9,2,Visible,2.4,0.87,33,0
198,7/5/2007,n,070507CH.RAT,13,9,3,Visible,6.9,2.17,31.9,0
198,7/5/2007,n,070507CH.RAT,13,9,4,Visible,6.3,2.58,29.5,0
198,7/5/2007,n,070507CH.RAT,13,9,5,Visible,5.2,2.45,26.7,0
198,7/5/2007,n,070507CH.RAT,13,9,6,Visible,3.2,0.36,27.9,0
198,7/5/2007,n,070507CH.RAT,13,9,7,Visible,3.9,0.57,33.2,0
198,7/5/2007,n,070507CH.RAT,13,9,8,Visible,1.5,-0.11,15.2,0
198,7/5/2007,n,070507CH.RAT,13,9,9,Visible,4.5,1.42,34,0
198,7/5/2007,n,070507CH.RAT,13,9,10,Visible,3.1,1.12,36.3,0
198,7/5/2007,n,070507CH.RAT,13,9,11,Visible,3.5,1.04,33.9,0
198,7/5/2007,n,070507CH.RAT,13,9,12,Visible,3.4,0.85,32.7,0
199,7/5/2007,y,070507CH.RAT,20,24,1,Spatial,60,42.68,12.5,0
199,7/5/2007,y,070507CH.RAT,20,24,2,Spatial,60,52.69,13.9,0
199,7/5/2007,y,070507CH.RAT,20,24,3,Spatial,26.6,18.22,15.2,0
199,7/5/2007,y,070507CH.RAT,20,24,4,Spatial,60,47.32,13.6,0
199,7/5/2007,y,070507CH.RAT,20,24,5,Spatial,32,21.22,22.5,0
199,7/5/2007,y,070507CH.RAT,20,24,6,Spatial,46.6,34.73,18.3,0
199,7/5/2007,y,070507CH.RAT,20,24,7,Spatial,31.8,17.9,24.1,0
199,7/5/2007,y,070507CH.RAT,20,24,8,Spatial,60,42.99,17.4,0
199,7/5/2007,y,070507CH.RAT,20,24,9,Spatial,28.7,20.36,20,0
199,7/5/2007,y,070507CH.RAT,20,24,10,Spatial,44.8,26.97,19.3,0
199,7/5/2007,y,070507CH.RAT,20,24,11,Spatial,3.8,0.08,26,0
199,7/5/2007,y,070507CH.RAT,20,24,12,Spatial,60,45.19,22.5,0
199,7/5/2007,y,070507CH.RAT,20,24,13,Spatial,60,46.57,24.6,0
199,7/5/2007,y,070507CH.RAT,20,24,14,Spatial,60,43.36,21.8,0
199,7/5/2007,y,070507CH.RAT,20,24,15,Spatial,60,36.48,20,0
199,7/5/2007,y,070507CH.RAT,20,24,16,Spatial,9.4,2.57,21.5,0
199,7/5/2007,y,070507CH.RAT,20,24,17,Spatial,60,40.58,21.9,0
199,7/5/2007,y,070507CH.RAT,20,24,18,Spatial,60,43.78,21.9,0
199,7/5/2007,y,070507CH.RAT,20,24,19,Spatial,60,44.23,21.4,0
199,7/5/2007,y,070507CH.RAT,20,24,20,Spatial,17.9,7.28,20.3,0
199,7/5/2007,y,070507CH.RAT,20,24,21,Spatial,60,42.49,21.1,0
199,7/5/2007,y,070507CH.RAT,20,24,22,Spatial,60,42.73,20.1,0
199,7/5/2007,y,070507CH.RAT,20,24,23,Spatial,60,43.49,22.5,0
199,7/5/2007,y,070507CH.RAT,20,24,24,Spatial,29.8,19.62,20.1,0
199,7/5/2007,y,070507CH.RAT,20,24,1,Probe,60,44.92,21.9,0
199,7/5/2007,y,070507CH.RAT,20,24,1,Visible,60,44.26,22.4,0
199,7/5/2007,y,070507CH.RAT,20,24,2,Visible,60,42.5,22.8,0
199,7/5/2007,y,070507CH.RAT,20,24,3,Visible,60,36.79,19.3,0
199,7/5/2007,y,070507CH.RAT,20,24,4,Visible,60,45.23,18.6,0
199,7/5/2007,y,070507CH.RAT,20,24,5,Visible,60,39.51,21.3,0
199,7/5/2007,y,070507CH.RAT,20,24,6,Visible,32.3,17.8,20,0
199,7/5/2007,y,070507CH.RAT,20,24,7,Visible,55.5,39.79,19.5,0
199,7/5/2007,y,070507CH.RAT,20,24,8,Visible,60,42.21,20.6,0
199,7/5/2007,y,070507CH.RAT,20,24,9,Visible,4.1,-0.24,12.5,0
199,7/5/2007,y,070507CH.RAT,20,24,10,Visible,11.2,5.99,20.5,0
199,7/5/2007,y,070507CH.RAT,20,24,11,Visible,12.8,8.35,21.6,0
199,7/5/2007,y,070507CH.RAT,20,24,12,Visible,22,14.38,20.3,0
200,7/5/2007,n,070507CH.RAT,21,24,1,Spatial,60,42.35,13.5,0
200,7/5/2007,n,070507CH.RAT,21,24,2,Spatial,60,43.36,13.2,0
200,7/5/2007,n,070507CH.RAT,21,24,3,Spatial,60,53.76,15.1,0
200,7/5/2007,n,070507CH.RAT,21,24,4,Spatial,60,46.81,20.3,0
200,7/5/2007,n,070507CH.RAT,21,24,5,Spatial,21.9,10.54,19.7,0
200,7/5/2007,n,070507CH.RAT,21,24,6,Spatial,60,38.47,14.9,0
200,7/5/2007,n,070507CH.RAT,21,24,7,Spatial,60,47.17,17,0
200,7/5/2007,n,070507CH.RAT,21,24,8,Spatial,60,44.31,15.9,0
200,7/5/2007,n,070507CH.RAT,21,24,9,Spatial,60,43.63,21.2,0
200,7/5/2007,n,070507CH.RAT,21,24,10,Spatial,60,35.68,16.8,0
200,7/5/2007,n,070507CH.RAT,21,24,11,Spatial,60,49.85,14.4,0
200,7/5/2007,n,070507CH.RAT,21,24,12,Spatial,60,50.26,16.8,0
200,7/5/2007,n,070507CH.RAT,21,24,13,Spatial,60,46.07,21.6,0
200,7/5/2007,n,070507CH.RAT,21,24,14,Spatial,60,51.48,15.8,0
200,7/5/2007,n,070507CH.RAT,21,24,15,Spatial,52.2,37.66,23.6,0
200,7/5/2007,n,070507CH.RAT,21,24,16,Spatial,60,44.37,19.6,0
200,7/5/2007,n,070507CH.RAT,21,24,17,Spatial,15,7.75,23.9,0
200,7/5/2007,n,070507CH.RAT,21,24,18,Spatial,58.2,40.44,20.3,0
200,7/5/2007,n,070507CH.RAT,21,24,19,Spatial,60,45.1,25.3,0
200,7/5/2007,n,070507CH.RAT,21,24,20,Spatial,60,40.84,19,0
200,7/5/2007,n,070507CH.RAT,21,24,21,Spatial,58.3,36.13,22,0
200,7/5/2007,n,070507CH.RAT,21,24,22,Spatial,60,39.58,19.9,0
200,7/5/2007,n,070507CH.RAT,21,24,23,Spatial,60,38.29,19.6,0
200,7/5/2007,n,070507CH.RAT,21,24,24,Spatial,21.1,9.23,20.9,0
200,7/5/2007,n,070507CH.RAT,21,24,1,Probe,60,32.52,19.4,0
200,7/5/2007,n,070507CH.RAT,21,24,1,Visible,60,35.43,21.8,0
200,7/5/2007,n,070507CH.RAT,21,24,2,Visible,27,20.27,22.5,0
200,7/5/2007,n,070507CH.RAT,21,24,3,Visible,3.2,-1.26,13.7,0
200,7/5/2007,n,070507CH.RAT,21,24,4,Visible,27.1,15.32,24.5,0
200,7/5/2007,n,070507CH.RAT,21,24,5,Visible,14.2,6.74,19,0
200,7/5/2007,n,070507CH.RAT,21,24,6,Visible,16.7,10.05,22.6,0
200,7/5/2007,n,070507CH.RAT,21,24,7,Visible,43.7,33.87,23.7,0
200,7/5/2007,n,070507CH.RAT,21,24,8,Visible,7.7,3.04,24.1,0
200,7/5/2007,n,070507CH.RAT,21,24,9,Visible,13.1,7.49,24.3,0
200,7/5/2007,n,070507CH.RAT,21,24,10,Visible,22.4,11.99,22.5,0
200,7/5/2007,n,070507CH.RAT,21,24,11,Visible,3.7,0.74,15.3,0
200,7/5/2007,n,070507CH.RAT,21,24,12,Visible,60,34.12,22.5,0
201,7/7/2003,n,070703a.rat,32,9,1,Spatial,60,54.26,21.5,0
201,7/7/2003,n,070703a.rat,32,9,2,Spatial,52.9,37.31,21.6,0
201,7/7/2003,n,070703a.rat,32,9,3,Spatial,60,46.86,23.2,0
201,7/7/2003,n,070703a.rat,32,9,4,Spatial,60,37.91,22.5,0
201,7/7/2003,n,070703a.rat,32,9,5,Spatial,60,47.23,29.1,0
201,7/7/2003,n,070703a.rat,32,9,6,Spatial,60,46.18,25,0
201,7/7/2003,n,070703a.rat,32,9,7,Spatial,60,45.04,30.1,0
201,7/7/2003,n,070703a.rat,32,9,8,Spatial,28.7,20.78,27.2,0
201,7/7/2003,n,070703a.rat,32,9,9,Spatial,1.1,-0.08,17.3,0
201,7/7/2003,n,070703a.rat,32,9,10,Spatial,39.5,28.19,29.5,0
201,7/7/2003,n,070703a.rat,32,9,11,Spatial,41.6,31.52,30.1,0
201,7/7/2003,n,070703a.rat,32,9,12,Spatial,4.6,1.49,30.5,0
201,7/7/2003,n,070703a.rat,32,9,13,Spatial,19,13.61,32.1,0
201,7/7/2003,n,070703a.rat,32,9,14,Spatial,28.6,15.76,29.7,0
201,7/7/2003,n,070703a.rat,32,9,15,Spatial,35.4,20.37,29.7,0
201,7/7/2003,n,070703a.rat,32,9,16,Spatial,60,30.88,27.7,0
201,7/7/2003,n,070703a.rat,32,9,17,Spatial,15.9,9.13,35.8,0
201,7/7/2003,n,070703a.rat,32,9,18,Spatial,7.8,1.78,28.2,0
201,7/7/2003,n,070703a.rat,32,9,19,Spatial,25.2,15.21,30.8,0
201,7/7/2003,n,070703a.rat,32,9,20,Spatial,52.1,31.88,23.9,0
201,7/7/2003,n,070703a.rat,32,9,21,Spatial,15.7,9.06,33.7,0
201,7/7/2003,n,070703a.rat,32,9,22,Spatial,60,39.98,27.1,0
201,7/7/2003,n,070703a.rat,32,9,23,Spatial,60,42.15,27.4,0
201,7/7/2003,n,070703a.rat,32,9,24,Spatial,2.1,-0.17,26.9,0
202,7/7/2003,n,070703a.rat,45,24,1,Spatial,14.7,6.1,13.3,0
202,7/7/2003,n,070703a.rat,45,24,2,Spatial,60,53.91,12.9,0
202,7/7/2003,n,070703a.rat,45,24,3,Spatial,1.3,-0.13,29.8,0
202,7/7/2003,n,070703a.rat,45,24,4,Spatial,60,41.84,23.2,0
202,7/7/2003,n,070703a.rat,45,24,5,Spatial,60,47.58,21.9,0
202,7/7/2003,n,070703a.rat,45,24,6,Spatial,60,40.9,20.9,0
202,7/7/2003,n,070703a.rat,45,24,7,Spatial,60,47.78,24.2,0
202,7/7/2003,n,070703a.rat,45,24,8,Spatial,60,40.2,20.7,0
202,7/7/2003,n,070703a.rat,45,24,9,Spatial,5,1.09,31.5,0
202,7/7/2003,n,070703a.rat,45,24,10,Spatial,42.7,30.24,27.1,0
202,7/7/2003,n,070703a.rat,45,24,11,Spatial,60,49.18,26.2,0
202,7/7/2003,n,070703a.rat,45,24,12,Spatial,60,38.31,23.3,0
202,7/7/2003,n,070703a.rat,45,24,13,Spatial,60,44.25,27.3,0
202,7/7/2003,n,070703a.rat,45,24,14,Spatial,60,48.88,20.2,0
202,7/7/2003,n,070703a.rat,45,24,15,Spatial,60,44.87,23.3,0
202,7/7/2003,n,070703a.rat,45,24,16,Spatial,15.8,9.31,23.2,0
202,7/7/2003,n,070703a.rat,45,24,17,Spatial,15.1,7.05,27.8,0
202,7/7/2003,n,070703a.rat,45,24,18,Spatial,2.8,0.67,22.4,0
202,7/7/2003,n,070703a.rat,45,24,19,Spatial,18.5,6.27,24.1,0
202,7/7/2003,n,070703a.rat,45,24,20,Spatial,22.5,12.77,25.4,0
202,7/7/2003,n,070703a.rat,45,24,21,Spatial,2.2,0.42,25.8,0
202,7/7/2003,n,070703a.rat,45,24,22,Spatial,24.3,13.7,27,0
202,7/7/2003,n,070703a.rat,45,24,23,Spatial,15,4.59,27.8,0
202,7/7/2003,n,070703a.rat,45,24,24,Spatial,7.4,2.69,25.7,0
203,7/7/2003,n,070703a.rat,33,9,1,Spatial,60,44.99,17.6,0
203,7/7/2003,n,070703a.rat,33,9,2,Spatial,60,42.5,21.3,0
203,7/7/2003,n,070703a.rat,33,9,3,Spatial,60,46.54,25.6,0
203,7/7/2003,n,070703a.rat,33,9,4,Spatial,60,36.66,26.2,0
203,7/7/2003,n,070703a.rat,33,9,5,Spatial,60,47.79,27.9,0
203,7/7/2003,n,070703a.rat,33,9,6,Spatial,60,44.85,27.1,0
203,7/7/2003,n,070703a.rat,33,9,7,Spatial,60,50.65,29.2,0
203,7/7/2003,n,070703a.rat,33,9,8,Spatial,60,48.82,30.5,0
203,7/7/2003,n,070703a.rat,33,9,9,Spatial,60,46.88,31.7,0
203,7/7/2003,n,070703a.rat,33,9,10,Spatial,6.4,1.07,34.1,0
203,7/7/2003,n,070703a.rat,33,9,11,Spatial,60,50.41,31.1,0
203,7/7/2003,n,070703a.rat,33,9,12,Spatial,60,47.1,29.9,0
203,7/7/2003,n,070703a.rat,33,9,13,Spatial,60,45.25,28,0
203,7/7/2003,n,070703a.rat,33,9,14,Spatial,60,45.67,27.7,0
203,7/7/2003,n,070703a.rat,33,9,15,Spatial,60,50.95,31.5,0
203,7/7/2003,n,070703a.rat,33,9,16,Spatial,60,48.33,29.6,0
203,7/7/2003,n,070703a.rat,33,9,17,Spatial,34.2,23.06,34.5,0
203,7/7/2003,n,070703a.rat,33,9,18,Spatial,60,45.7,30.8,0
203,7/7/2003,n,070703a.rat,33,9,19,Spatial,60,49.81,28.4,0
203,7/7/2003,n,070703a.rat,33,9,20,Spatial,22.8,15.68,26.9,0
203,7/7/2003,n,070703a.rat,33,9,21,Spatial,60,50.43,31.9,0
203,7/7/2003,n,070703a.rat,33,9,22,Spatial,9.5,5.38,28.1,0
203,7/7/2003,n,070703a.rat,33,9,23,Spatial,20.7,12.65,34.4,0
203,7/7/2003,n,070703a.rat,33,9,24,Spatial,18,15.86,30.4,0
204,7/7/2003,y,070703a.rat,46,24,1,Spatial,60,43.58,16.9,0
204,7/7/2003,y,070703a.rat,46,24,2,Spatial,60,42.12,17,0
204,7/7/2003,y,070703a.rat,46,24,3,Spatial,60,50.77,21,0
204,7/7/2003,y,070703a.rat,46,24,4,Spatial,60,45.54,17.7,0
204,7/7/2003,y,070703a.rat,46,24,5,Spatial,60,46.87,20.5,0
204,7/7/2003,y,070703a.rat,46,24,6,Spatial,60,44.73,20.7,0
204,7/7/2003,y,070703a.rat,46,24,7,Spatial,60,47.7,25.7,0
204,7/7/2003,y,070703a.rat,46,24,8,Spatial,60,48.82,22.8,0
204,7/7/2003,y,070703a.rat,46,24,9,Spatial,60,50.43,23.9,0
204,7/7/2003,y,070703a.rat,46,24,10,Spatial,60,51.59,21.6,0
204,7/7/2003,y,070703a.rat,46,24,11,Spatial,60,46.79,24.8,0
204,7/7/2003,y,070703a.rat,46,24,12,Spatial,60,44.79,24.9,0
204,7/7/2003,y,070703a.rat,46,24,13,Spatial,60,46.8,24.3,0
204,7/7/2003,y,070703a.rat,46,24,14,Spatial,60,42.31,20.6,0
204,7/7/2003,y,070703a.rat,46,24,15,Spatial,60,46.9,27.7,0
204,7/7/2003,y,070703a.rat,46,24,16,Spatial,60,42.63,22.1,0
204,7/7/2003,y,070703a.rat,46,24,17,Spatial,1.6,0.21,26.6,0
204,7/7/2003,y,070703a.rat,46,24,18,Spatial,60,44.34,25.6,0
204,7/7/2003,y,070703a.rat,46,24,19,Spatial,60,47.33,26,0
204,7/7/2003,y,070703a.rat,46,24,20,Spatial,4.2,0.72,24.8,0
204,7/7/2003,y,070703a.rat,46,24,21,Spatial,60,45.06,26.3,0
204,7/7/2003,y,070703a.rat,46,24,22,Spatial,60,39.79,21.6,0
204,7/7/2003,y,070703a.rat,46,24,23,Spatial,39.7,28.65,27.5,0
204,7/7/2003,y,070703a.rat,46,24,24,Spatial,44,33.21,21.7,0
205,7/7/2003,n,070703a.rat,34,9,1,Spatial,60,41.14,18.6,0
205,7/7/2003,n,070703a.rat,34,9,2,Spatial,14.6,4.4,25,0
205,7/7/2003,n,070703a.rat,34,9,3,Spatial,52.7,34.8,24.6,0
205,7/7/2003,n,070703a.rat,34,9,4,Spatial,11.4,3.56,25.2,0
205,7/7/2003,n,070703a.rat,34,9,5,Spatial,5.7,1.51,35.5,0
205,7/7/2003,n,070703a.rat,34,9,6,Spatial,22.9,14.19,30.5,0
205,7/7/2003,n,070703a.rat,34,9,7,Spatial,3.8,0.53,31.3,0
205,7/7/2003,n,070703a.rat,34,9,8,Spatial,60,45.26,25.4,0
205,7/7/2003,n,070703a.rat,34,9,9,Spatial,42.4,31.54,29.3,0
205,7/7/2003,n,070703a.rat,34,9,10,Spatial,19.7,10.79,28.6,0
205,7/7/2003,n,070703a.rat,34,9,11,Spatial,30.1,19,30.2,0
205,7/7/2003,n,070703a.rat,34,9,12,Spatial,34.7,19.47,31,0
205,7/7/2003,n,070703a.rat,34,9,13,Spatial,3.6,0.62,36.1,0
205,7/7/2003,n,070703a.rat,34,9,14,Spatial,6.4,2.5,39.8,0
205,7/7/2003,n,070703a.rat,34,9,15,Spatial,2.5,-0.21,26.1,0
205,7/7/2003,n,070703a.rat,34,9,16,Spatial,4.3,0.9,39.6,0
205,7/7/2003,n,070703a.rat,34,9,17,Spatial,2.2,0.05,37,0
205,7/7/2003,n,070703a.rat,34,9,18,Spatial,7.1,3.64,30.8,0
205,7/7/2003,n,070703a.rat,34,9,19,Spatial,5.2,0.65,35.5,0
205,7/7/2003,n,070703a.rat,34,9,20,Spatial,30.9,15.96,31.2,0
205,7/7/2003,n,070703a.rat,34,9,21,Spatial,21.7,9.79,30.5,0
205,7/7/2003,n,070703a.rat,34,9,22,Spatial,2.4,-0.13,31.8,0
205,7/7/2003,n,070703a.rat,34,9,23,Spatial,2.8,0.19,38.7,0
205,7/7/2003,n,070703a.rat,34,9,24,Spatial,3.3,0.65,33.5,0
206,7/7/2003,n,070703a.rat,47,24,1,Spatial,9,2.82,12.3,0
206,7/7/2003,n,070703a.rat,47,24,2,Spatial,60,47.58,12.7,0
206,7/7/2003,n,070703a.rat,47,24,3,Spatial,60,47.81,20.6,0
206,7/7/2003,n,070703a.rat,47,24,4,Spatial,60,44.71,18.6,0
206,7/7/2003,n,070703a.rat,47,24,5,Spatial,60,54.42,20.9,0
206,7/7/2003,n,070703a.rat,47,24,6,Spatial,60,43.38,19,0
206,7/7/2003,n,070703a.rat,47,24,7,Spatial,60,46.89,25.8,0
206,7/7/2003,n,070703a.rat,47,24,8,Spatial,60,45.06,25.4,0
206,7/7/2003,n,070703a.rat,47,24,9,Spatial,1.6,-0.23,23.1,0
206,7/7/2003,n,070703a.rat,47,24,10,Spatial,60,47.9,26.7,0
206,7/7/2003,n,070703a.rat,47,24,11,Spatial,60,47.18,27,0
206,7/7/2003,n,070703a.rat,47,24,12,Spatial,59.9,48.03,23,0
206,7/7/2003,n,070703a.rat,47,24,13,Spatial,60,46.49,26.1,0
206,7/7/2003,n,070703a.rat,47,24,14,Spatial,8.4,3.45,20.1,0
206,7/7/2003,n,070703a.rat,47,24,15,Spatial,60,44.41,28.7,0
206,7/7/2003,n,070703a.rat,47,24,16,Spatial,42.1,27.18,21.9,0
206,7/7/2003,n,070703a.rat,47,24,17,Spatial,60,44.49,27.7,0
206,7/7/2003,n,070703a.rat,47,24,18,Spatial,14.3,10.85,24.1,0
206,7/7/2003,n,070703a.rat,47,24,19,Spatial,60,47.18,28.2,0
206,7/7/2003,n,070703a.rat,47,24,20,Spatial,39.9,32.53,22.8,0
206,7/7/2003,n,070703a.rat,47,24,21,Spatial,13.6,10.84,28.3,0
206,7/7/2003,n,070703a.rat,47,24,22,Spatial,60,35.94,23.3,0
206,7/7/2003,n,070703a.rat,47,24,23,Spatial,26,16.7,27.2,0
206,7/7/2003,n,070703a.rat,47,24,24,Spatial,13.9,7.12,24.8,0
207,7/7/2003,n,070703a.rat,35,9,1,Spatial,60,40.48,16.2,0
207,7/7/2003,n,070703a.rat,35,9,2,Spatial,60,38.88,19.8,0
207,7/7/2003,n,070703a.rat,35,9,3,Spatial,50.9,41.2,28.2,0
207,7/7/2003,n,070703a.rat,35,9,4,Spatial,60,42.75,25.9,0
207,7/7/2003,n,070703a.rat,35,9,5,Spatial,60,45.74,27.3,0
207,7/7/2003,n,070703a.rat,35,9,6,Spatial,6,1.72,27,0
207,7/7/2003,n,070703a.rat,35,9,7,Spatial,60,49.09,27.8,0
207,7/7/2003,n,070703a.rat,35,9,8,Spatial,60,34.41,23.2,0
207,7/7/2003,n,070703a.rat,35,9,9,Spatial,25.9,17.79,34.5,0
207,7/7/2003,n,070703a.rat,35,9,10,Spatial,47.5,30.87,29.6,0
207,7/7/2003,n,070703a.rat,35,9,11,Spatial,60,41.53,30.7,0
207,7/7/2003,n,070703a.rat,35,9,12,Spatial,17.8,7.88,23.8,0
207,7/7/2003,n,070703a.rat,35,9,13,Spatial,26.3,18.3,31.5,0
207,7/7/2003,n,070703a.rat,35,9,14,Spatial,18.1,9.91,31.8,0
207,7/7/2003,n,070703a.rat,35,9,15,Spatial,41.3,28.76,31.2,0
207,7/7/2003,n,070703a.rat,35,9,16,Spatial,13.6,5.07,27.7,0
207,7/7/2003,n,070703a.rat,35,9,17,Spatial,56.1,30.63,28.1,0
207,7/7/2003,n,070703a.rat,35,9,18,Spatial,29.2,15.59,26.1,0
207,7/7/2003,n,070703a.rat,35,9,19,Spatial,59.1,40.46,28.8,0
207,7/7/2003,n,070703a.rat,35,9,20,Spatial,22,13.08,26.3,0
207,7/7/2003,n,070703a.rat,35,9,21,Spatial,12.7,6.79,35.8,0
207,7/7/2003,n,070703a.rat,35,9,22,Spatial,8.2,6.49,31.5,0
207,7/7/2003,n,070703a.rat,35,9,23,Spatial,7.8,5.51,39.9,0
207,7/7/2003,n,070703a.rat,35,9,24,Spatial,3.1,0.68,31.5,0
208,7/7/2003,n,070703a.rat,48,24,1,Spatial,60,35.9,15.8,0
208,7/7/2003,n,070703a.rat,48,24,2,Spatial,60,44.57,11.4,0
208,7/7/2003,n,070703a.rat,48,24,3,Spatial,60,48.19,22.4,0
208,7/7/2003,n,070703a.rat,48,24,4,Spatial,60,46,18.4,0
208,7/7/2003,n,070703a.rat,48,24,5,Spatial,60,46.79,23.2,0
208,7/7/2003,n,070703a.rat,48,24,6,Spatial,60,46.51,18,0
208,7/7/2003,n,070703a.rat,48,24,7,Spatial,2.2,-0.1,23.9,0
208,7/7/2003,n,070703a.rat,48,24,8,Spatial,60,46.49,24.5,0
208,7/7/2003,n,070703a.rat,48,24,9,Spatial,9.2,6.71,32.6,0
208,7/7/2003,n,070703a.rat,48,24,10,Spatial,60,40.25,21,0
208,7/7/2003,n,070703a.rat,48,24,11,Spatial,2.1,0.02,34.6,0
208,7/7/2003,n,070703a.rat,48,24,12,Spatial,60,42.53,24.4,0
208,7/7/2003,n,070703a.rat,48,24,13,Spatial,60,47.1,25.8,0
208,7/7/2003,n,070703a.rat,48,24,14,Spatial,2.4,-0.18,22.3,0
208,7/7/2003,n,070703a.rat,48,24,15,Spatial,60,41.56,25.9,0
208,7/7/2003,n,070703a.rat,48,24,16,Spatial,50.8,35.07,22.3,0
208,7/7/2003,n,070703a.rat,48,24,17,Spatial,35.6,23.67,27.5,0
208,7/7/2003,n,070703a.rat,48,24,18,Spatial,33.9,24.28,21.5,0
208,7/7/2003,n,070703a.rat,48,24,19,Spatial,19.3,10.09,27.4,0
208,7/7/2003,n,070703a.rat,48,24,20,Spatial,35.6,26.61,23.6,0
208,7/7/2003,n,070703a.rat,48,24,21,Spatial,3.8,0.79,32,0
208,7/7/2003,n,070703a.rat,48,24,22,Spatial,26,19.82,27.1,0
208,7/7/2003,n,070703a.rat,48,24,23,Spatial,35.9,18.97,28.6,0
208,7/7/2003,n,070703a.rat,48,24,24,Spatial,59.1,38.52,22.5,0
209,7/7/2003,n,070703a.rat,36,9,1,Spatial,60,45.95,24.7,0
209,7/7/2003,n,070703a.rat,36,9,2,Spatial,60,42.59,19.5,0
209,7/7/2003,n,070703a.rat,36,9,3,Spatial,60,47.71,27.2,0
209,7/7/2003,n,070703a.rat,36,9,4,Spatial,43.5,30.86,24.6,0
209,7/7/2003,n,070703a.rat,36,9,5,Spatial,60,40.37,20.9,0
209,7/7/2003,n,070703a.rat,36,9,6,Spatial,27.1,17.92,22.2,0
209,7/7/2003,n,070703a.rat,36,9,7,Spatial,60,43.53,34.3,0
209,7/7/2003,n,070703a.rat,36,9,8,Spatial,60,41.87,30.2,0
209,7/7/2003,n,070703a.rat,36,9,9,Spatial,21.9,16.43,33.2,0
209,7/7/2003,n,070703a.rat,36,9,10,Spatial,24.1,12.02,30.2,0
209,7/7/2003,n,070703a.rat,36,9,11,Spatial,26.4,15.61,36.3,0
209,7/7/2003,n,070703a.rat,36,9,12,Spatial,43.1,19.9,29.6,0
209,7/7/2003,n,070703a.rat,36,9,13,Spatial,12.1,9.3,33.8,0
209,7/7/2003,n,070703a.rat,36,9,14,Spatial,13.5,8.57,35.5,0
209,7/7/2003,n,070703a.rat,36,9,15,Spatial,15.7,9.81,37.2,0
209,7/7/2003,n,070703a.rat,36,9,16,Spatial,3,0.7,39.7,0
209,7/7/2003,n,070703a.rat,36,9,17,Spatial,3.6,1.42,40.7,0
209,7/7/2003,n,070703a.rat,36,9,18,Spatial,14.6,6.45,34.3,0
209,7/7/2003,n,070703a.rat,36,9,19,Spatial,16.3,10.06,34.6,0
209,7/7/2003,n,070703a.rat,36,9,20,Spatial,27.5,11.51,31.5,0
209,7/7/2003,n,070703a.rat,36,9,21,Spatial,14.9,6.36,32.2,0
